Ano de exibição;Título da Obra;Gênero
2019;A Sombra Do Pai;Ficção
2019;A Tabacaria;Ficção
2019;A Última Loucura De Claire Darling;Ficção
2019;A Vida De Diane;Ficção
2019;A Vida Invisível;Ficção
2019;Abaixo A Gravidade;Ficção
2019;Abigail E A Cidade Proibida;Ficção
2019;Aconteceu Na Quarta-Feira (Doppelganger);Ficção
2019;Ad Astra;Ficção
2019;Adam;Ficção
2019;Adeus À Noite;Ficção
2019;After;Ficção
2019;Ainda Temos A Imensidão Da Noite;Ficção
2019;Aladdin;Ficção
2019;Alaska;Ficção
2019;Albatroz;Ficção
2019;Alita: Anjo De Combate;Ficção
2019;Amanda;Ficção
2019;Ambiente Familiar;Ficção
2019;Amigos Para Sempre;Ficção
2019;Amor À Segunda Vista;Ficção
2019;Amor Até Às Cinzas;Ficção
2019;Amor Em Jogo;Ficção
2019;Anna - O Perigo Tem Nome;Ficção
2019;Annabelle 3: De Volta Para Casa;Ficção
2019;Anos 90;Ficção
2019;Antônio Um Dois Três;Ficção
2019;As Filhas Do Fogo;Ficção
2019;As Golpistas;Ficção
2019;As Loucuras De Rose;Ficção
2019;As Panteras;Ficção
2019;As Rainhas Da Torcida;Ficção
2019;As Trapaceiras;Ficção
2019;Aspirantes;Ficção
2019;Assunto De Família;Ficção
2019;Ayka;Ficção
2019;Azougue Nazaré;Ficção
2019;B.O.;Ficção
2019;Bacurau;Ficção
2019;Bate Coração;Ficção
2019;Beatriz;Ficção
2019;Bio;Ficção
2019;Boas Intenções;Ficção
2019;Border;Ficção
2019;Borrasca;Ficção
2019;Brightburn - Filho Das Trevas;Ficção
2019;Brincando Com Fogo;Ficção
2019;Brinquedo Assassino;Ficção
2019;Brooklyn Sem Pai Nem Mãe;Ficção
2019;Cadê Você, Bernadette?;Ficção
2019;Cafarnaum;Ficção
2019;Calmaria;Ficção
2019;Caminhos Magnéticos;Ficção
2019;Capitã Marvel;Ficção
2019;Carcereiros - O Filmes;Ficção
2019;Carta Registrada;Ficção
2019;Casal Improvável;Ficção
2019;Cats;Ficção
2019;Cemitério Maldito;Ficção
2019;Cezanne E Eu;Ficção
2019;Chorar De Rir;Ficção
2019;Chuva É Cantoria Na Aldeia Dos Mortos;Ficção
2019;Cinderela Pop;Ficção
2019;Cine Holliúdy 2 - A Chibata Sideral;Ficção
2019;Climax;Ficção
2019;Compra-Me Um Revólver;Ficção
2019;Cópias - De Volta À Vida;Ficção
2019;Coringa;Ficção
2019;Creed Ii;Ficção
2019;Crime Sem Saída;Ficção
2019;Crimes Obscuros;Ficção
2019;Cyrano - Mon Amour;Ficção
2019;Dafne;Ficção
2019;De Pernas Pro Ar 3;Ficção
2019;Depois Do Casamento;Ficção
2019;Desafio De Um Campeão;Ficção
2019;Deslembro;Ficção
2019;Deus É Mulher E Seu Nome É Petúnia;Ficção
2019;Dias Vazios;Ficção
2019;Divaldo – O Mensageiro Da Paz;Ficção
2019;Divino Amor;Ficção
2019;Dogman;Ficção
2019;Dois Papas;Ficção
2019;Domingo;Ficção
2019;Dor E Glória;Ficção
2019;Dora E A Cidade Perdida;Ficção
2019;Doutor Sono;Ficção
2019;Downtown Abbey;Ficção
2019;Duas Rainhas;Ficção
2019;Dumbo;Ficção
2019;El Hombre Que Cuida;Ficção
2019;Ela Disse, Ele Disse;Ficção
2019;Em Trânsito;Ficção
2019;Encontros;Ficção
2019;Entardecer;Ficção
2019;Entre Facas E Segredos;Ficção
2019;Entre Tempos;Ficção
2019;Era Uma Vez Em Hollywood;Ficção
2019;Escape Room;Ficção
2019;Espírito Jovem;Ficção
2019;Estação Do Diabo;Ficção
2019;Estaremos Sempre Juntos;Ficção
2019;Eu Acredito;Ficção
2019;Eu Não Sou Uma Bruxa;Ficção
2019;Eu Sinto Muito;Ficção
2019;Eu Sou Brasileiro;Ficção
2019;Eu Sou Mais Eu;Ficção
2019;Euforia;Ficção
2019;Feliz Aniversário;Ficção
2019;Filhas Do Sol;Ficção
2019;Finalmente Livres;Ficção
2019;Fogo Contra Fogo - A História De Solomon Mahlangu;Ficção
2019;Fora De Série;Ficção
2019;Ford Vs Ferrari;Ficção
2019;Foro Íntimo;Ficção
2019;Fourteen;Ficção
2019;Gloria Bell;Ficção
2019;Godzilla Ii – Rei Dos Monstros;Ficção
2019;Graças A Deus;Ficção
2019;Green Book - O Guia;Ficção
2019;Greta;Ficção
2019;Guerra Fria;Ficção
2019;Happy Hour;Ficção
2019;Hebe - A Estrela Do Brasil;Ficção
2019;Hellboy;Ficção
2019;Histórias Assustadoras: Para Contar No Escuro;Ficção
2019;Histórias Estranhas;Ficção
2019;Homem Livre;Ficção
2019;Homem-Aranha Longe De Casa;Ficção
2019;Horácio;Ficção
2019;Hotel Mumbai;Ficção
2019;Imagem E Palavra;Ficção
2019;Inferninho;Ficção
2019;Inocencia Roubada;Ficção
2019;Intruso;Ficção
2019;Invasão Ao Serviço Secreto;Ficção
2019;It - Capítulo Dois;Ficção
2019;John Wick 3: Parabellum;Ficção
2019;Jornada Da Vida;Ficção
2019;Jovens Infelizes Ou Um Homem Que Grita Não É Um Urso Que Dança;Ficção
2019;Juntos Para Sempre;Ficção
2019;Kardec;Ficção
2019;La Cama;Ficção
2019;Las Ineses;Ficção
2019;Legalidade;Ficção
2019;Leste Oeste;Ficção
2019;Lizzie;Ficção
2019;Longa Jornada Noite Adentro;Ficção
2019;Los Silencios;Ficção
2019;Luna;Ficção
2019;Ma;Ficção
2019;Made In Italy;Ficção
2019;Mais Que Vencedores;Ficção
2019;Mal Nosso;Ficção
2019;Malévola: Dona Do Mal;Ficção
2019;Maligno;Ficção
2019;Máquinas Mortais;Ficção
2019;Marés;Ficção
2019;Maria Do Caritó;Ficção
2019;Martin Eden;Ficção
2019;Maya;Ficção
2019;Meditation Park;Ficção
2019;Medo Profundo - O Segundo Ataque;Ficção
2019;Memórias Da Dor;Ficção
2019;Meu Amigo Enzo;Ficção
2019;Meu Amor Por Grace;Ficção
2019;Meu Bebê;Ficção
2019;Meu Mundial;Ficção
2019;Meu Querido Filho;Ficção
2019;Mib: Homens De Preto - Internacional;Ficção
2019;Midsommar;Ficção
2019;Midway - Batalha Em Alto Mar;Ficção
2019;Minha Fama De Mau;Ficção
2019;Minha Irmã De Paris;Ficção
2019;Minha Lua De Mel Polonesa;Ficção
2019;Minha Mãe É Uma Peça 3;Ficção
2019;Minha Obra-Prima;Ficção
2019;Mormaço;Ficção
2019;Morto Não Fala;Ficção
2019;Muleque Té Doido! - Mais Doido Ainda;Ficção
2019;Mulheres Armadas, Homens Na Lata;Ficção
2019;Nada A Perder 2;Ficção
2019;Não Mexa Com Ela;Ficção
2019;Não Olhe!;Ficção
2019;No Coração Do Mundo;Ficção
2019;No Portal Da Eternidade;Ficção
2019;Noite Mágica;Ficção
2019;Nós;Ficção
2019;O Amor Dá Trabalho;Ficção
2019;O Anjo;Ficção
2019;O Bar Luva Dourada;Ficção
2019;O Caravaggio Roubado;Ficção
2019;O Clube Dos Canibais;Ficção
2019;O Enigma Da Rosa;Ficção
2019;O Exterminador Do Futuro: Destino Sombrio;Ficção
2019;O Filho Do Homem;Ficção
2019;O Fim Da Viagem, O Começo De Tudo;Ficção
2019;O Galã;Ficção
2019;O Gênio E O Louco;Ficção
2019;O Homem Que Matou Don Quixote;Ficção
2019;O Irlandês;Ficção
2019;O Juízo;Ficção
2019;O Manicômino;Ficção
2019;O Mau Exemplo De Cameron Post;Ficção
2019;O Menino Que Fazia Rir;Ficção
2019;O Menino Que Queria Ser Rei;Ficção
2019;O Mistério De Henri Pick;Ficção
2019;O Mistério Do Gato Chinês;Ficção
2019;O Olho E A Faca;Ficção
2019;O Paraíso Deve Ser Aqui;Ficção
2019;O Peso Do Passado;Ficção
2019;O Pintassilgo;Ficção
2019;O Rei De Roma;Ficção
2019;O Rei Leão;Ficção
2019;O Relatório;Ficção
2019;O Retorno De Ben;Ficção
2019;O Sol Também É Uma Estrela;Ficção
2019;O Tradutor;Ficção
2019;O Último Amor De Casanova;Ficção
2019;O Último Lance;Ficção
2019;O Último Trago;Ficção
2019;Obsessão;Ficção
2019;Onde Quer Que Você Esteja;Ficção
2019;Organismo;Ficção
2019;Os 3 Infernais;Ficção
2019;Os Dois Filhos De Joseph;Ficção
2019;Os Jovens Baumann;Ficção
2019;Os Papéis De Aspern;Ficção
2019;Os Parças 2;Ficção
2019;Os Principes;Ficção
2019;Papicha;Ficção
2019;Parasita;Ficção
2019;Pássaros De Verão;Ficção
2019;Peterloo;Ficção
2019;Pets: A Vida Secreta Dos Bichos 2;Ficção
2019;Poderia Me Perdoar?;Ficção
2019;Pokémon Detetive Pikachu;Ficção
2019;Praça Pública;Ficção
2019;Predadores Assassinos;Ficção
2019;Projeto Gemini;Ficção
2019;Pyewacket – Entidade Maligna;Ficção
2019;Quando Margot Encontra Margot;Ficção
2019;Quem Você Pensa Que Sou;Ficção
2019;Querido Menino;Ficção
2019;Rafiki;Ficção
2019;Rainha De Copas;Ficção
2019;Rainhas Do Crime;Ficção
2019;Raiva;Ficção
2019;Rambo: Até O Fim;Ficção
2019;Recife Assombrado - Filme;Ficção
2019;Retablo;Ficção
2019;Retrato Do Amor;Ficção
2019;Rocketman;Ficção
2019;Sai De Baixo, O Filme;Ficção
2019;Se A Rua Beale Falasse;Ficção
2019;Sefarad;Ficção
2019;Segredos Oficiais;Ficção
2019;Senhorita Paradis;Ficção
2019;Shade - Entre Bruxas E Heróis;Ficção
2019;Shazam!;Ficção
2019;Simonal;Ficção
2019;Sobibor;Ficção
2019;Sobre Rodas;Ficção
2019;Socorro, Virei Uma Garota!;Ficção
2019;Sócrates;Ficção
2019;Star Wars: A Ascensão Skywalker;Ficção
2019;Superação - O Milagre Da Fé;Ficção
2019;Suprema;Ficção
2019;Suspíria - A Dança Do Medo;Ficção
2019;Synonyms;Ficção
2019;Ted Bundy - A Irresistível Face Do Mal;Ficção
2019;Temporada;Ficção
2019;Todos Já Sabem;Ficção
2019;Tolkien;Ficção
2019;Tommaso;Ficção
2019;Tudo O Que Tivemos;Ficção
2019;Turma Da Mônica - Laços;Ficção
2019;Uglydolls;Ficção
2019;Um Amante Francês;Ficção
2019;Um Amor Impossível;Ficção
2019;Um Amor Inesperado;Ficção
2019;Um Ato De Esperança;Ficção
2019;Um Banho De Vida;Ficção
2019;Um Dia De Chuva Em Nova York;Ficção
2019;Um Elefante Sentado Quieto;Ficção
2019;Um Funeral Em Família;Ficção
2019;Um Homem Fiel;Ficção
2019;Uma Noite Não É Nada;Ficção
2019;Uma Nova Chance;Ficção
2019;Uma Segunda Chance Para Amar;Ficção
2019;Uma Viagem Inesperada;Ficção
2019;Vai Que Cola 2 - O Começo;Ficção
2019;Varda Por Agnès;Ficção
2019;Velozes & Furiosos: Hobbs & Shaw;Ficção
2019;Verão De 84;Ficção
2019;Vergel;Ficção
2019;Vermelho Sol;Ficção
2019;Vice;Ficção
2019;Vidas Duplas;Ficção
2019;Vidro;Ficção
2019;Vingadores: Ultimato;Ficção
2019;Vingança A Sangue-Frio;Ficção
2019;Vision;Ficção
2019;Vox Lux;Ficção
2019;Wajib - Um Convite De Casamento;Ficção
2019;X-Men: Fênix Negra;Ficção
2019;Yara;Ficção
2019;Yesterday;Ficção
2019;Yomeddine;Ficção
2019;Zumbilândia: Atire Duas Vezes;Ficção
2020;10 Horas Para O Natal;Ficção
2020;1917;Ficção
2020;2;Ficção
2020;40 Dias O Milagre Da Vida;Ficção
2020;A Chance De Fahim;Ficção
2020;A Divisão - O Filme;Ficção
2020;A Febre;Ficção
2020;A Hora Da Sua Morte;Ficção
2020;A Ilha Da Fantasia;Ficção
2020;A Jornada;Ficção
2020;A Maldição Do Espelho;Ficção
2020;A Melhor Juventude;Ficção
2020;A Melhor Juventude - Parte 2;Ficção
2020;A Possessão De Mary;Ficção
2020;A Verdadeira Historia De Ned Kelly;Ficção
2020;Açucar;Ficção
2020;Adoráveis Mulheres;Ficção
2020;Alice & Só (Ex Bamo Nessa);Ficção
2020;Alva;Ficção
2020;Ameaça Profunda;Ficção
2020;Amizade Maldita;Ficção
2020;Aos Olhos De Ernesto;Ficção
2020;Apocalypse Now: Final Cut **;Ficção
2020;Aprendiz De Espiã;Ficção
2020;Armas Em Jogo;Ficção
2020;As Faces Do Demônio;Ficção
2020;As Invisíveis;Ficção
2020;Assassinos Por Natureza;Ficção
2020;Aves De Rapina (Arlequina E Sua Emancipação Fantabulosa);Ficção
2020;Bad Boys Para Sempre;Ficção
2020;Batman;Ficção
2020;Beiço De Estrada;Ficção
2020;Belle Epoque;Ficção
2020;Bento;Ficção
2020;Bill & Ted: Encare A Música;Ficção
2020;Bloodshot;Ficção
2020;Boca De Ouro;Ficção
2020;Boni Bonita;Ficção
2020;Cabras Da Peste;Ficção
2020;Cabrito;Ficção
2020;Cantando Na Chuva;Ficção
2020;Capital Humano;Ficção
2020;Carlinhos E Carlão **;Ficção
2020;Cicatrizes;Ficção
2020;Cidade Pássaro;Ficção
2020;Como Cães E Gatos 3: Peludos Unidos;Ficção
2020;Convenção Das Bruxas;Ficção
2020;De Quem É O Sutiã?;Ficção
2020;Destruição Final: O Último Refúgio;Ficção
2020;Disforia;Ficção
2020;Doce Entardecer Na Toscana;Ficção
2020;Dolittle;Ficção
2020;Enquanto Estivermos Juntos;Ficção
2020;Entrevista Com O Vampiro;Ficção
2020;Era Uma Vez Um Sonho;Ficção
2020;Fim De Festa;Ficção
2020;Frankie;Ficção
2020;Freaky: No Corpo De Um Assassino;Ficção
2020;Fuga De Pretória;Ficção
2020;Guerra De Algodão;Ficção
2020;Instinto;Ficção
2020;Invasão Zumbi 2: Península;Ficção
2020;Jexi, Um Celular Sem Filtro;Ficção
2020;Jojo Rabbit;Ficção
2020;Jovens Bruxas - Nova Irmandade;Ficção
2020;Jovens Polacas;Ficção
2020;Judy;Ficção
2020;Jumanji: Proxima Fase;Ficção
2020;Kursk - A Última Missão;Ficção
2020;Liberté;Ficção
2020;Lolita;Ficção
2020;Luta Por Justiça;Ficção
2020;M8;Ficção
2020;Macabro;Ficção
2020;Magnatas Do Crime;Ficção
2020;Mank;Ficção
2020;Maria E João - O Conto Das Bruxas;Ficção
2020;Meu Nome É Sara;Ficção
2020;Meu Querido Elfo;Ficção
2020;Mulher Oceano;Ficção
2020;Mulher-Maravilha 1984;Ficção
2020;Música Para Morrer De Amor;Ficção
2020;New Life S.A. **;Ficção
2020;No Gogó Do Paulinho **;Ficção
2020;O 3º Andar **;Ficção
2020;O Barco;Ficção
2020;O Caso Collini;Ficção
2020;O Caso Richard Jewell;Ficção
2020;O Céu Da Meia-Noite **;Ficção
2020;O Chamado Da Floresta;Ficção
2020;O Despertar Das Formigas;Ficção
2020;O Escândalo;Ficção
2020;O Farol;Ficção
2020;O Filme Do Bruno Aleixo;Ficção
2020;O Grito;Ficção
2020;O Guarda-Costas;Ficção
2020;O Homem Invisível;Ficção
2020;O Jovem Ahmed;Ficção
2020;O Melhor Está Por Vir;Ficção
2020;O Melhor Verão Das Nossas Vidas;Ficção
2020;O Oficial E O Espião;Ficção
2020;O Poderoso Chefão De Mario Puzo - Desfecho: A Morte De Michael Corleone;Ficção
2020;O Preço Da Verdade;Ficção
2020;O Roubo Do Século;Ficção
2020;O Segredo: Ouse Sonhar;Ficção
2020;Ontem Havia Coisas Estranhas No Céu;Ficção
2020;Os Espetaculares;Ficção
2020;Os Fantasmas Se Divertem;Ficção
2020;Os Goonies;Ficção
2020;Os Melhores Anos De Uma Vida **;Ficção
2020;Os Miseráveis;Ficção
2020;Os Novos Mutantes;Ficção
2020;Os Órfãos;Ficção
2020;Os Sonâmbulos;Ficção
2020;Pacarrete;Ficção
2020;Porno Para Principiantes;Ficção
2020;Quando Hitler Roubou O Coelho Cor-De-Rosa;Ficção
2020;Quem Me Ama, Me Segue;Ficção
2020;Querência;Ficção
2020;Retrato De Uma Jovem Em Chamas **;Ficção
2020;Se Arrependimento Matasse **;Ficção
2020;Seberg Contra Todos;Ficção
2020;Sertânia;Ficção
2020;Seven - Os Sete Crimes Capitais;Ficção
2020;Solteira Quase Surtando;Ficção
2020;Sonic - O Filme;Ficção
2020;Tarde Para Morir Joven;Ficção
2020;Technoboss;Ficção
2020;Tel Aviv Em Chamas **;Ficção
2020;Tenet;Ficção
2020;Terapia Do Medo;Ficção
2020;Terremoto;Ficção
2020;Testemunha Invisivel;Ficção
2020;Todos Os Mortos;Ficção
2020;Um Lindo Dia Na Vizinhança;Ficção
2020;Uma Vida Oculta;Ficção
2020;Verlust;Ficção
2020;Viver Para Cantar;Ficção
2020;Você Não Estava Aqui;Ficção
2020;Volume Morto;Ficção
2020;Vou Nadar Até Você;Ficção
2021;007 - Sem Tempo Para Morrer;Ficção
2021;7 Prisioneiros;Ficção
2021;A Boa Esposa;Ficção
2021;A Candidata Perfeita;Ficção
2021;A Casa Sombria;Ficção
2021;A Chorona;Ficção
2021;A Crônica Francesa;Ficção
2021;A Dona Do Barato;Ficção
2021;A Lenda De Candyman;Ficção
2021;A Mão De Deus;Ficção
2021;A Mensageira;Ficção
2021;A Nuvem Rosa;Ficção
2021;A Princesa Da Yakuza;Ficção
2021;A Profissional;Ficção
2021;A Sogra Perfeita;Ficção
2021;A Última Noite;Ficção
2021;A Viúva Das Sombras;Ficção
2021;Abe;Ficção
2021;Acqua Movie;Ficção
2021;After Depois Do Desencontro;Ficção
2021;Ainda Há Tempo;Ficção
2021;Alerta Vermelho;Ficção
2021;Algum Lugar Especial;Ficção
2021;Alice E O Prefeito;Ficção
2021;Alice E Peter: Onde Nascem Os Sonhos;Ficção
2021;Amaração;Ficção
2021;Amarração Do Amor;Ficção
2021;Amigas De Sorte;Ficção
2021;Amor Sem Medida;Ficção
2021;Amor, Casamentos E Outros Desastres;Ficção
2021;Amor, Sublime Amor;Ficção
2021;Ana. Sem Titulo;Ficção
2021;Anna;Ficção
2021;Annette;Ficção
2021;Aqueles Que Me Desejam A Morte;Ficção
2021;Araña;Ficção
2021;Ariano Apresenta: O Auto Da Boa Mentira;Ficção
2021;Ataque Dos Cães;Ficção
2021;Azor;Ficção
2021;Babá: O Chamado Das Sombras, A;Ficção
2021;Bagdá Vive Em Mim;Ficção
2021;Bela Vingança;Ficção
2021;Berlin Alexanderplatz;Ficção
2021;Cabeça De Nêgo;Ficção
2021;Caminhos Da Memória;Ficção
2021;Campus Santo;Ficção
2021;Caros Camaradas! - Trabalhadores Em Luta;Ficção
2021;Casa Gucci;Ficção
2021;Casulo;Ficção
2021;Charuto De Mel;Ficção
2021;Chernobyl: O Filme;Ficção
2021;Chico Ventana Também Queria Ter Um Submarino;Ficção
2021;Christabel;Ficção
2021;Cidadãos Do Mundo;Ficção
2021;Clifford - O Gigante Cão Vermelho;Ficção
2021;Contos Do Amanhã;Ficção
2021;Cora;Ficção
2021;Correndo Por Um Sonho;Ficção
2021;Cruella;Ficção
2021;Cry Macho: O Caminho Para A Redenção;Ficção
2021;Curral;Ficção
2021;Curupira O Demônio Da Floresta;Ficção
2021;De Volta À Itália;Ficção
2021;De Volta Para Casa;Ficção
2021;Dente Por Dente;Ficção
2021;Depois A Louca Sou Eu;Ficção
2021;Deserto Particular;Ficção
2021;Desvio;Ficção
2021;Deus Não Está Morto: O Próximo Capítulo;Ficção
2021;Diários De Intercâmbio;Ficção
2021;Dna;Ficção
2021;Dois Mais Dois;Ficção
2021;Dora E Gabriel;Ficção
2021;Doutor Gama;Ficção
2021;Druk - Mais Uma Rodada;Ficção
2021;Duna;Ficção
2021;Dupla Explosiva 2 E A Primeira-Dama Do Crime;Ficção
2021;E Agora? A Mamãe Saiu De Férias 2...E Levou A Família;Ficção
2021;Edifício Gagarine;Ficção
2021;El Empleado Y El Patrón;Ficção
2021;Em Guerra Com O Vovô;Ficção
2021;Em Um Bairro De Nova York;Ficção
2021;Ema;Ficção
2021;Escape Room 2 ? Tensão Máxima;Ficção
2021;Espiral - O Legado De Jogos Mortais;Ficção
2021;Espíritos Obscuros;Ficção
2021;Estranho Passsageiro - Sputnik;Ficção
2021;Eternos;Ficção
2021;Eternos Companheiros;Ficção
2021;Eu Estava Em Casa, Mas;Ficção
2021;Fale Com As Abelhas;Ficção
2021;Fátima – A História De Um Milagre.;Ficção
2021;Filho-Mãe;Ficção
2021;First Cow: A Primeira Vaca Da América;Ficção
2021;Free Guy: Assumindo O Controle;Ficção
2021;Galeria Futuro;Ficção
2021;Garota Da Moto;Ficção
2021;Ghostbusters Mais Além;Ficção
2021;Godzilla Vs. Kong;Ficção
2021;Halloween Kills: O Terror Continua;Ficção
2021;Hava, Maryam, Ayesha;Ficção
2021;Helen;Ficção
2021;Heróis De Fogo;Ficção
2021;Homem Onça;Ficção
2021;Homem-Aranha: Sem Volta Para Casa;Ficção
2021;Hope Gap;Ficção
2021;Imperdoável;Ficção
2021;Infiltrado;Ficção
2021;Intervenção;Ficção
2021;Invocação Do Mal 3: A Ordem Do Demônio;Ficção
2021;Irmãos À Italiana;Ficção
2021;Jogo Do Poder;Ficção
2021;Judas E O Messias Negro;Ficção
2021;Jungle Cruise;Ficção
2021;Júpiter;Ficção
2021;King Kong Em Asunción;Ficção
2021;King Richard: Criando Campeãs;Ficção
2021;Knives And Skin;Ficção
2021;L.O.C.A.;Ficção
2021;La Botera;Ficção
2021;Lá Vamos Nós;Ficção
2021;Lamaçal;Ficção
2021;Lamento;Ficção
2021;Lara;Ficção
2021;Legado Explosivo;Ficção
2021;Loop;Ficção
2021;Los Lobos;Ficção
2021;Lucicreide Vai Pra Marte;Ficção
2021;Madalena;Ficção
2021;Madre;Ficção
2021;Mães De Verdade;Ficção
2021;Mais Que Especiais;Ficção
2021;Maligno;Ficção
2021;Marighella;Ficção
2021;Mate Ou Morra;Ficção
2021;Matrix Resurrections;Ficção
2021;Meu Fim. Seu Começo.;Ficção
2021;Meu Nome É Bagdá;Ficção
2021;Minari Em Busca Da Felicidade;Ficção
2021;Minha Irmã;Ficção
2021;Minhas Férias Com Patrick;Ficção
2021;Missão Cupido;Ficção
2021;Missão Resgate;Ficção
2021;Monster Hunter;Ficção
2021;Mortal Kombat;Ficção
2021;Mundo Em Caos;Ficção
2021;Music Por Sia;Ficção
2021;Não Olhe Para Cima;Ficção
2021;Nina;Ficção
2021;No Ritmo Do Coracao;Ficção
2021;Noite De Fogo;Ficção
2021;Noite Passada Em Soho;Ficção
2021;Noites De Alface;Ficção
2021;Nomadland;Ficção
2021;Nona - Si Me Mojan Yo Los Quemo;Ficção
2021;Nós Duas;Ficção
2021;Notre Dame;Ficção
2021;Nove Dias;Ficção
2021;Nunca Mais Nevará;Ficção
2021;O Bom Doutor;Ficção
2021;O Buscador;Ficção
2021;O Cemitério Das Almas Perdidas;Ficção
2021;O Charlatao;Ficção
2021;O Diabo Branco;Ficção
2021;O Direito De Viver;Ficção
2021;O Esquadrão Suicida;Ficção
2021;O Filho Único Do Meu Pai;Ficção
2021;O Fio Invisível;Ficção
2021;O Homem Ideal;Ficção
2021;O Homem Nas Trevas 2;Ficção
2021;O Homem Que Vendeu Sua Pele;Ficção
2021;O Jardim Secreto De Mariana;Ficção
2021;O Labirinto;Ficção
2021;O Matemático;Ficção
2021;O Mensageiro Do Último Dia;Ficção
2021;O Mundo De Gloria;Ficção
2021;O Ninho;Ficção
2021;O Novelo;Ficção
2021;O Palhaço, Deserto;Ficção
2021;O Protocolo De Auschwitz;Ficção
2021;O Silêncio Da Chuva;Ficção
2021;O Último Duelo;Ficção
2021;O Último Jogo;Ficção
2021;Os Caminhos Do Meu Pai;Ficção
2021;Os Lobos Do Leste;Ficção
2021;Os Pequenos Vestígios;Ficção
2021;Os Salafrários;Ficção
2021;Os Tradutores;Ficção
2021;Pedro E Inês;Ficção
2021;Perfil De Uma Mulher;Ficção
2021;Piedade;Ficção
2021;Pinóquio;Ficção
2021;Pixinguinha, Um Homem Carinhoso;Ficção
